Subjectline,Region,Division,MAP_B&B,Email_Type,tactic_nm,tactic_id,# of Contacts,# of Emails Sent,Delivered,Bounced,Deliver Rate,Opened,Open Rate,Clicked,Click Rate,Sum of Win $
Join the mAb manufacturing revolution,APJ,BCD,MAP,Awareness,eT2-BPG-CCCT-Efficient Pro MAP Bundle-Download the,EM5099647,165,165,165,0,100%,42,25%,6,14%,
Join the mAb manufacturing revolution,EMEA,BCD,MAP,Awareness,EMEA-EM2-Email2-EMEA,EM5100653,136,137,137,0,100%,48,35%,8,17%,
Join the mAb manufacturing revolution,To Be Mapped,BCD,MAP,Awareness,eT2-BPG-CCCT-Efficient Pro MAP Bundle-Download the,EM5099647,203,203,203,0,100%,52,26%,14,27%,
Join our sustainability in bioprocessing event,EMEA,To Be Mapped,Batch & Blast,Webinar,KC-Sustainability-Webinar-Email-Email8-EMEA,EM5104662,17152,30323,30323,0,100%,11358,37%,955,8%,
Join our Oxford biotech event,EMEA,To Be Mapped,Batch & Blast,Event,KC Oxford Biotech Event - Email 1,EM5102873,404,406,406,0,100%,124,31%,33,27%,
Join our mAbs workflow event,AMER,To Be Mapped,Batch & Blast,Webinar,KC Webinar - mAbs Workflow - Email 1,EM5102295,366,367,367,0,100%,66,18%,0,0%,
Join our mAbs workflow event,EMEA,To Be Mapped,Batch & Blast,Webinar,KC Webinar - mAbs Workflow - Email 1,EM5102295,20187,20297,20297,0,100%,4118,20%,175,4%,
Join our mAbs workflow event,EMEA,To Be Mapped,Batch & Blast,Webinar,mAbs-Webinar-Email1-Email17-EMEA,EM5106913,14388,14390,14390,0,100%,3690,26%,128,3%,
Join our harvest step event,EMEA,SUD,Batch & Blast,Webinar,KC-Webinar-DynaSpin-Email13-EMEA,EM5105648,17541,17543,17543,0,100%,4537,26%,127,3%,
Join our baculovirus workflow event,EMEA,To Be Mapped,Batch & Blast,Webinar,KC Baculovirus workshop-Email1-EMEA,EM5092030,10526,14056,13908,148,99%,9383,67%,860,9%,
Join our Babraham biotech event,EMEA,BCD,Batch & Blast,News Letter,Gibco Newsletter Email EMEA-Email1,EM5099675,208,208,208,0,100%,132,63%,5,4%,
It’s time to restock purification resins,AMER,PPA,MAP,Retention,eT1 - MAP - EM - PUR eCommerce email pt 2 - Global,EM5099711,194,443,443,0,100%,81,18%,3,4%,$1626
It’s time to restock purification resins,EMEA,PPA,MAP,Retention,eT1 - MAP - EM - PUR eCommerce email pt 2 - Global,EM5099711,119,272,272,0,100%,49,18%,4,8%,$5921
It’s time to restock purification resins,To Be Mapped,PPA,MAP,Retention,eT1 - MAP - EM - PUR eCommerce email pt 2 - Global,EM5099711,136,309,309,0,100%,26,8%,1,4%,
It’s time to order more resin,AMER,PPA,MAP,Retention,eP2 - MAP - EM - PUR eCommerce email pt 1 - Global,EM5099710,209,574,574,0,100%,105,18%,3,3%,$101500
It’s time to order more resin,EMEA,PPA,MAP,Retention,eP2 - MAP - EM - PUR eCommerce email pt 1 - Global,EM5099710,122,342,342,0,100%,38,11%,2,5%,
It’s time to order more resin,To Be Mapped,PPA,MAP,Retention,eP2 - MAP - EM - PUR eCommerce email pt 1 - Global,EM5099710,155,398,398,0,100%,38,10%,4,11%,
Is your chemical sourcing reliable?,AMER,BCD,Batch & Blast,Awareness,SO-PCS Chemical Sourcing Strategy email-Americas,EM5091321,7434,7434,7359,75,99%,3407,46%,1350,40%,$415759
Is fill-finish a bottleneck in your workflow?,APJ,SUD,Batch & Blast,To Be Mapped,EM5106296_Fill-Finish-Case-Study,EM5106296,3446,3448,3448,0,100%,953,28%,31,3%,
Is fill-finish a bottleneck in your workflow?,To Be Mapped,SUD,Batch & Blast,To Be Mapped,EM5106296_Fill-Finish-Case-Study,EM5106296,1033,1036,1036,0,100%,332,32%,2,1%,
Introduction to mAb Process Playbook,APJ,SUD,Batch & Blast,Awareness,EM5091307_Introduction-to-mAb-Process-Playbook,EM5091307,4843,4843,4810,33,99%,2713,56%,1448,53%,$44418
Introduction to mAb Process Playbook,To Be Mapped,SUD,Batch & Blast,Awareness,EM5091307_Introduction-to-mAb-Process-Playbook,EM5091307,1749,1751,1728,23,99%,1075,61%,132,12%,
Introducing Thermo Fisher Scientific’s Scalable Purification Solutions,AMER,PPA,MAP,Cross-Sell,eT2 - PPA Map-PUR-em8-Purification-Intro,EM5077281,2064,2502,2495,7,100%,836,33%,256,31%,$638367
Introducing Thermo Fisher Scientific’s Scalable Purification Solutions,APJ,PPA,MAP,Cross-Sell,eT2 - PPA Map-PUR-em8-Purification-Intro,EM5077281,424,516,512,4,99%,154,30%,85,55%,$3969327
Introducing Thermo Fisher Scientific’s Scalable Purification Solutions,EMEA,PPA,MAP,Cross-Sell,eT2 - PPA Map-PUR-em8-Purification-Intro,EM5077281,1466,1819,1808,11,99%,541,30%,345,64%,
Introducing Thermo Fisher Scientific’s Scalable Purification Solutions,To Be Mapped,PPA,MAP,Cross-Sell,eT2 - PPA Map-PUR-em8-Purification-Intro,EM5077281,2086,2446,2411,35,99%,743,30%,353,48%,
Introducing the new Gibco™ Efficient-Pro™ System,AMER,BCD,Batch & Blast,Awareness,NA-CCCT-Efficient Pro Email 2 spin with EM number,EM5089257,2978,3196,3181,15,100%,2026,63%,951,47%,
Introducing the new Gibco™ Efficient-Pro™ System,To Be Mapped,BCD,Batch & Blast,Awareness,NA-CCCT-Efficient Pro Email 2 spin with EM number,EM5089257,1424,1547,1519,28,98%,1024,66%,752,73%,
Introducing the new Gibco Efficient-Pro System,AMER,To Be Mapped,MAP,Awareness,Efficient Pro Notch Email 2,EM5088649,611,616,615,1,100%,490,80%,520,106%,
Introducing the new Gibco Efficient-Pro System,APJ,To Be Mapped,MAP,Awareness,Efficient Pro Notch Email 2,EM5088649,143,143,139,4,97%,87,61%,60,69%,
Introducing the new Gibco Efficient-Pro System,EMEA,To Be Mapped,MAP,Awareness,Efficient Pro Notch Email 2,EM5088649,21528,21615,21479,136,99%,20674,96%,26260,127%,
Introducing the new Gibco Efficient-Pro System,To Be Mapped,To Be Mapped,MAP,Awareness,Efficient Pro Notch Email 2,EM5088649,5257,5260,5122,138,97%,5376,102%,8889,165%,
Introducing the Dynaspin Single-Use Centrifuge,AMER,SUD,Batch & Blast,Awareness,Dynaspin Launch Email 2,EM5103577,360,360,360,0,100%,117,33%,3,3%,
Introducing the Dynaspin Single-Use Centrifuge,EMEA,SUD,Batch & Blast,Awareness,Dynaspin Launch Email 2,EM5103577,13741,13743,13743,0,100%,4568,33%,227,5%,$17364
Introducing the Dynaspin Single-Use Centrifuge,To Be Mapped,SUD,Batch & Blast,Awareness,Dynaspin Launch Email 2,EM5103577,374,374,374,0,100%,155,41%,7,5%,
Introducing DynaSpin Single-Use Centrifuge,AMER,SUD,Batch & Blast,Awareness,BPG - SUD - SO - DynaSpin Launch Video EM - NA,EM5103059,3326,3328,3328,0,100%,1088,33%,109,10%,$686394
Introducing DynaSpin Single-Use Centrifuge,To Be Mapped,SUD,Batch & Blast,Awareness,BPG - SUD - SO - DynaSpin Launch Video EM - NA,EM5103059,240,240,240,0,100%,81,34%,2,2%,
Introducing a virtual mAb experience,AMER,SUD,MAP,Awareness,eT3-MAP Email 4-Single-Use mAb Process Playbook-Gl,EM5090686,5800,5900,5884,16,100%,5510,93%,630,11%,$21288
Introducing a virtual mAb experience,APJ,SUD,MAP,Awareness,eT3-MAP Email 4-Single-Use mAb Process Playbook-Gl,EM5090686,574,597,597,0,100%,256,43%,42,16%,
Introducing a virtual mAb experience,EMEA,SUD,MAP,Awareness,eT3-MAP Email 4-Single-Use mAb Process Playbook-Gl,EM5090686,13789,17007,16978,29,100%,13343,78%,1825,14%,$328600
Introducing a virtual mAb experience,To Be Mapped,SUD,MAP,Awareness,eT3-MAP Email 4-Single-Use mAb Process Playbook-Gl,EM5090686,3682,3795,3754,41,99%,3460,91%,1344,39%,
Interested in reducing serum costs?,AMER,BCD,Batch & Blast,Download,BPG - CCCT- SO EM - no edits - Vaccine - NA,EM5103600,3822,3822,3822,0,100%,931,24%,115,12%,$128763
Interested in reducing serum costs?,To Be Mapped,BCD,Batch & Blast,Download,BPG - CCCT- SO EM - no edits - Vaccine - NA,EM5103600,237,237,237,0,100%,55,23%,1,2%,
Interested in environmental sustainability in bioprocessing?,AMER,SUD,Batch & Blast,Webinar,BPG-SUD Spinoff Sustainability On-Demand Webinar E,EM5105435,2579,2579,2579,0,100%,1117,43%,41,4%,
Interested in environmental sustainability in bioprocessing?,To Be Mapped,SUD,Batch & Blast,Webinar,BPG-SUD Spinoff Sustainability On-Demand Webinar E,EM5105435,363,363,363,0,100%,238,66%,18,8%,
In-stock and ready-to-ship Nunc Cell Factory,EMEA,SUD,Batch & Blast,Awareness,EMEA SUT Rigid Email 2,EM5103564,12254,12256,12256,0,100%,2856,23%,128,4%,
"Inside Bioprocessing, Cell culture 최신 트렌드를 한 눈에 파악하기",APJ,BCD,Batch & Blast,News Letter,EM5104201_second-quarter-edition-of-the-Gibco™-newsletter,EM5104201,1726,1726,1726,0,100%,542,31%,4,1%,$5217276
"Inside Bioprocessing, Cell culture 최신 트렌드를 한 눈에 파악하기",To Be Mapped,BCD,Batch & Blast,News Letter,EM5104201_second-quarter-edition-of-the-Gibco™-newsletter,EM5104201,940,940,940,0,100%,323,34%,2,1%,
In-region for regional manufacturing,APJ,SUD,Batch & Blast,To Be Mapped,EM5104085_Fluid_management_and_containment _PowerUp_EM3,EM5104085,3118,3118,3118,0,100%,933,30%,32,3%,$712425
In-region for regional manufacturing,To Be Mapped,SUD,Batch & Blast,To Be Mapped,EM5104085_Fluid_management_and_containment _PowerUp_EM3,EM5104085,1035,1036,1036,0,100%,309,30%,9,3%,
Innovative upgrades to a bioprocessing industry standard,EMEA,SUD,Batch & Blast,Awareness,Labtainer Pro EMEA Email 2,EM5101455,27109,27330,27330,0,100%,5373,20%,150,3%,$235694
Innovative solutions for antibody purification,EMEA,To Be Mapped,MAP,Awareness,FxCL MAP Email 1,EM5082623,2218,2278,2268,10,100%,941,41%,314,33%,
Innovative solutions for antibody purification,To Be Mapped,To Be Mapped,MAP,Awareness,FxCL MAP Email 1,EM5082623,464,468,461,7,99%,234,50%,70,30%,
Innovative single-use manufacturing,AMER,SUD,MAP,Awareness,eT2-MAP Assurance of Supply Capacity EM3-Global,EM5087150,3060,3101,3093,8,100%,2649,85%,2202,83%,$2794031
Innovative single-use manufacturing,APJ,SUD,MAP,Awareness,eT2-MAP Assurance of Supply Capacity EM3-Global,EM5087150,199,199,198,1,99%,78,39%,26,33%,$629
Innovative single-use manufacturing,EMEA,SUD,MAP,Awareness,eT2-MAP Assurance of Supply Capacity EM3-Global,EM5087150,6244,6267,6249,18,100%,5690,91%,3447,61%,$6181169
Innovative single-use manufacturing,To Be Mapped,SUD,MAP,Awareness,eT2-MAP Assurance of Supply Capacity EM3-Global,EM5087150,2447,2449,2426,23,99%,1940,79%,1511,78%,
Innovative purification solutions to improve your downstream process efficiency,AMER,PPA,MAP,Cross-Sell,eT1 - PPA Map-PUR-em9-Purification-Conclusion,EM5077282,491,496,496,0,100%,467,94%,180,39%,
Innovative purification solutions to improve your downstream process efficiency,To Be Mapped,PPA,MAP,Cross-Sell,eT1 - PPA Map-PUR-em9-Purification-Conclusion,EM5077282,270,267,261,6,98%,245,92%,140,57%,
Innovative bioprocess container,EMEA,SUD,Batch & Blast,Awareness,Labtainer Pro EMEA Email 3,EM5101456,14016,14018,14018,0,100%,3335,24%,102,3%,$155250
Innovation in Purification Webinars,AMER,PPA,Batch & Blast,Webinar,PUR Innovation Webinar Series Email 1,EM5101381,455,465,465,0,100%,103,22%,0,0%,$158106
Innovation in Purification Webinars,APJ,PPA,Batch & Blast,Webinar,PUR Innovation Webinar Series Email 1,EM5101381,112,112,112,0,100%,35,31%,1,3%,
Innovation in Purification Webinars,EMEA,PPA,Batch & Blast,Webinar,PUR Innovation Webinar Series Email 1,EM5101381,18712,18918,18918,0,100%,4061,21%,219,5%,$658381
Innovation in Purification Webinars,To Be Mapped,PPA,Batch & Blast,Webinar,PUR Innovation Webinar Series Email 1,EM5101381,769,775,775,0,100%,178,23%,14,8%,
Innovate your harvest step,EMEA,SUD,Batch & Blast,Webinar,KC-Webinar-DynaSpin-Email13-EMEA,EM5105648,11451,11453,11453,0,100%,2221,19%,132,6%,
Innovate and thrive: vaccine production,AMER,BCD,MAP,Awareness,BPG-CCCT-eT2 Vaccine Scale-Up MAP-Vaccine manufact,EM5105526,1703,1703,1703,0,100%,766,45%,33,4%,
Innovate and thrive: vaccine production,APJ,BCD,MAP,Awareness,BPG-CCCT-eT2 Vaccine Scale-Up MAP-Vaccine manufact,EM5105526,185,185,185,0,100%,31,17%,5,16%,
Innovate and thrive: vaccine production,EMEA,BCD,MAP,Awareness,BPG-CCCT-eT2 Vaccine Scale-Up MAP-Vaccine manufact,EM5105526,232,232,232,0,100%,39,17%,8,21%,
Innovate and thrive: vaccine production,To Be Mapped,BCD,MAP,Awareness,BPG-CCCT-eT2 Vaccine Scale-Up MAP-Vaccine manufact,EM5105526,1152,1152,1152,0,100%,250,22%,31,12%,
In-house mycoplasma detection kit for lot release,AMER,PPA,MAP,Cross-Sell,eT5 - MAP - PA MycoSEQ 1.0 - Contact TSS - EM6 - G,EM5091501,198,199,199,0,100%,170,85%,15,9%,
In-house mycoplasma detection kit for lot release,EMEA,PPA,MAP,Cross-Sell,eT5 - MAP - PA MycoSEQ 1.0 - Contact TSS - EM6 - G,EM5091501,123,123,122,1,99%,208,169%,21,10%,
Infographic: single-use solutions,AMER,SUD,Batch & Blast,Download,BPG-SUD SO Bioprocess Fluid Management Infographic,EM5106926,5972,5972,5972,0,100%,1759,29%,148,8%,
Infographic: single-use solutions,APJ,SUD,Batch & Blast,To Be Mapped,EM5106892_Flexible-Infographics,EM5106892,1977,1979,1979,0,100%,499,25%,62,12%,
Infographic: single-use solutions,To Be Mapped,SUD,Batch & Blast,Download,BPG-SUD SO Bioprocess Fluid Management Infographic,EM5106926,1076,1076,1076,0,100%,263,24%,13,5%,
Infographic: single-use solutions,To Be Mapped,SUD,Batch & Blast,To Be Mapped,EM5106892_Flexible-Infographics,EM5106892,742,745,745,0,100%,216,29%,12,6%,
Infographic: ready-to-use bottle assemblies,AMER,SUD,Batch & Blast,Download,BPG-DIV Americas SO No Edits Bottle Assemblies Inf,EM5105235,2405,2405,2405,0,100%,1184,49%,35,3%,$74981
Infographic: ready-to-use bottle assemblies,APJ,SUD,Batch & Blast,Download,EM5105423_READY-TO-USE BOTTLE ASSEMBLIES,EM5105423,2605,2607,2607,0,100%,593,23%,57,10%,$600
Infographic: ready-to-use bottle assemblies,To Be Mapped,SUD,Batch & Blast,Download,EM5105423_READY-TO-USE BOTTLE ASSEMBLIES,EM5105423,716,720,720,0,100%,192,27%,7,4%,
Increase your bioproduction efficiency,AMER,BCD,MAP,Awareness,CCCT-Email Minor Edi-Email3-Americas,EM5087795,3511,4000,3992,8,100%,3633,91%,3820,105%,$817284
Increase efficiency with innovative workflow solutions,AMER,SUD,Batch & Blast,Awareness,eT2-SUD Q1 campaign-Email2-Americas,EM5091099,2304,2304,2268,36,98%,1150,50%,322,28%,
In stock: single-use products,EMEA,SUD,Batch & Blast,Awareness,Rigid Purchase Email EMEA-Email2-EMEA,EM5098858,14445,14558,14558,0,100%,3942,27%,362,9%,$233245
In need of a new Protein A source?,AMER,To Be Mapped,Batch & Blast,Webinar,SO-MabCaptureC Webinar email-Americas,EM5090300,1309,1309,1302,7,99%,898,69%,424,47%,
Improve your sourcing strategy,AMER,BCD,MAP,Consideration,eT3 MAP -Resend - BPG - PCS  - Sourcing Strategy -,EM5094971,153,155,155,0,100%,137,88%,60,44%,
Improve your sourcing strategy,EMEA,BCD,MAP,Consideration,eT3 MAP -Resend - BPG - PCS  - Sourcing Strategy -,EM5094971,1479,1484,1483,1,100%,1352,91%,161,12%,
Improve your sourcing strategy,To Be Mapped,BCD,MAP,Consideration,eT3 MAP -Resend - BPG - PCS  - Sourcing Strategy -,EM5094971,158,158,158,0,100%,158,100%,52,33%,
Improve your media performance,EMEA,BCD,Batch & Blast,Awareness,Q3_CCCT-Analytics-Email1-EMEA,EM5093527,421,421,420,1,100%,39,9%,0,0%,$1917639
Improve your immunotherapy workflow,AMER,BCD,MAP,Awareness,CCCT-eT3-MAP Cell Therapy Day 63 EM10-Global,EM5085834,2732,2770,2766,4,100%,972,35%,318,33%,$24375
Improve your immunotherapy workflow,APJ,BCD,MAP,Awareness,CCCT-eT3-MAP Cell Therapy Day 63 EM10-Global,EM5085834,683,687,685,2,100%,142,21%,15,11%,
Improve your immunotherapy workflow,EMEA,BCD,MAP,Awareness,CCCT-eT3-MAP Cell Therapy Day 63 EM10-Global,EM5085834,622,631,627,4,99%,111,18%,10,9%,
Improve your immunotherapy workflow,To Be Mapped,BCD,MAP,Awareness,CCCT-eT3-MAP Cell Therapy Day 63 EM10-Global,EM5085834,1149,1158,1141,17,99%,360,31%,141,39%,
Improve your allogeneic workflow,AMER,BCD,MAP,Awareness,CCCT-eT4-MAP-Cell Therapy Day 28 EM5-Global,EM5085840,3339,3443,3441,2,100%,1413,41%,2165,153%,$37124
Improve your allogeneic workflow,APJ,BCD,MAP,Awareness,CCCT-eT4-MAP-Cell Therapy Day 28 EM5-Global,EM5085840,803,813,810,3,100%,207,25%,40,19%,$12646
Improve your allogeneic workflow,EMEA,BCD,MAP,Awareness,CCCT-eT4-MAP-Cell Therapy Day 28 EM5-Global,EM5085840,841,859,857,2,100%,231,27%,33,14%,
Improve your allogeneic workflow,To Be Mapped,BCD,MAP,Awareness,CCCT-eT4-MAP-Cell Therapy Day 28 EM5-Global,EM5085840,1457,1491,1475,16,99%,575,39%,965,168%,
Improve productivity in your CHO process,AMER,BCD,Batch & Blast,Awareness,CCCT - SO No Edits EM - Efficient Pro - revolution,EM5092667,2814,2814,2806,8,100%,1517,54%,233,15%,$68205
Improve productivity in your CHO process,To Be Mapped,BCD,Batch & Blast,Awareness,CCCT - SO No Edits EM - Efficient Pro - revolution,EM5092667,990,991,974,17,98%,556,56%,210,38%,
Improve productivity in mAb manufacturing,AMER,SUD,Batch & Blast,Awareness,mAB_Segment_Campaign_Email 3,EM5098960,113,113,113,0,100%,90,80%,5,6%,
Improve productivity in mAb manufacturing,EMEA,SUD,Batch & Blast,Awareness,mAB_Segment_Campaign_Email 3,EM5098960,4908,4909,4909,0,100%,4284,87%,543,13%,$819651
Improve productivity in mAb manufacturing,To Be Mapped,SUD,Batch & Blast,Awareness,mAB_Segment_Campaign_Email 3,EM5098960,260,260,260,0,100%,253,97%,39,15%,
Improve process productivity: CaptureSelect affinity resins,AMER,PPA,MAP,Cross-Sell,PPA MAP - eP4 - capture chromatography,EM5072275,1945,2332,2329,3,100%,678,29%,303,45%,$409640
Improve process productivity: CaptureSelect affinity resins,APJ,PPA,MAP,Cross-Sell,PPA MAP - eP4 - capture chromatography,EM5072275,390,463,459,4,99%,112,24%,88,79%,$7584
Improve process productivity: CaptureSelect affinity resins,EMEA,PPA,MAP,Cross-Sell,PPA MAP - eP4 - capture chromatography,EM5072275,1395,1712,1701,11,99%,511,30%,408,80%,$1915
Improve process productivity: CaptureSelect affinity resins,To Be Mapped,PPA,MAP,Cross-Sell,PPA MAP - eP4 - capture chromatography,EM5072275,1917,2230,2203,27,99%,729,33%,444,61%,
Improve media design with bioinformatics,AMER,BCD,Batch & Blast,Webinar,BPG-CCCT - SO No edits Email for multi-omics in me,EM5095549,6814,6814,6790,24,100%,3038,45%,289,10%,$1437744
Improve media design with bioinformatics,To Be Mapped,BCD,Batch & Blast,Webinar,BPG-CCCT - SO No edits Email for multi-omics in me,EM5095549,1579,1579,1542,37,98%,741,47%,302,41%,
Improve manufacturing productivity by optimizing buffer prep,AMER,BCD,Batch & Blast,Awareness,SO -no edits- BPG-PCS-PLPS-Simplify Manufacturing-,EM5094702,1543,1543,1537,6,100%,1089,71%,118,11%,$310993
Improve manufacturing productivity by optimizing buffer prep,To Be Mapped,BCD,Batch & Blast,Awareness,SO -no edits- BPG-PCS-PLPS-Simplify Manufacturing-,EM5094702,392,392,376,16,96%,318,81%,225,71%,
Improve HEK293/viral vector process,AMER,SUD,Batch & Blast,Webinar,BPG KC single-use bioreactor webinar promo email-A,EM5090363,1597,1597,1587,10,99%,1102,69%,153,14%,$1075716
Improve HEK293/viral vector process,AMER,To Be Mapped,Batch & Blast,Webinar,PHA - KC Webinar - Navigating Downstream AAV Manuf,EM5096032,6431,6431,6395,36,99%,3104,48%,310,10%,
Improve HEK293/viral vector process,To Be Mapped,SUD,Batch & Blast,Webinar,BPG KC single-use bioreactor webinar promo email-A,EM5090363,651,651,640,11,98%,430,66%,172,40%,
Improve HEK293/viral vector process,To Be Mapped,To Be Mapped,Batch & Blast,Webinar,PHA - KC Webinar - Navigating Downstream AAV Manuf,EM5096032,954,954,930,24,97%,518,54%,69,13%,
Improve efficiencies in bioprocessing workflows,AMER,SUD,Batch & Blast,Download,BPG-DIV Americas SO No Edits Bottle Assemblies Inf,EM5105235,7336,7336,7336,0,100%,2979,41%,184,6%,$74981
Improve efficiencies in bioprocessing workflows,EMEA,SUD,Batch & Blast,Awareness,Standard Bottle Assembly Infographic Email-Email8-EMEA,EM5105265,14935,14937,14937,0,100%,4329,29%,172,4%,$2090
Improve CHO media screening,AMER,BCD,Batch & Blast,Webinar,BPG-CCCT-SO No edits-Rapid media and feed screenin,EM5097624,3033,3033,3033,0,100%,861,28%,177,21%,$2952464
Improve CHO media screening,EMEA,BCD,Batch & Blast,Webinar,2022_Q4_Media and Feed Screen Webinar - Email-Email1-EMEA,EM5097762,21116,21213,21103,110,99%,12540,59%,1320,11%,$263890
Improve CHO media screening,To Be Mapped,BCD,Batch & Blast,Webinar,BPG-CCCT-SO No edits-Rapid media and feed screenin,EM5097624,443,443,443,0,100%,95,21%,38,40%,
Impacts of early process design,AMER,SUD,Batch & Blast,Download,Early Design Supply Article,EM5098593,3504,3504,3504,0,100%,1040,30%,137,13%,$183441
Impacts of early process design,To Be Mapped,SUD,Batch & Blast,Download,Early Design Supply Article,EM5098593,385,385,385,0,100%,130,34%,14,11%,
How to assess a perfusion medium,AMER,To Be Mapped,MAP,Awareness,RO-eT2-Perfusion MAP EM3-Global,EM5078952,3094,3348,3339,9,100%,1420,42%,1376,97%,
How to assess a perfusion medium,APJ,To Be Mapped,MAP,Awareness,RO-eT2-Perfusion MAP EM3-Global,EM5078952,3168,3231,3169,62,98%,682,21%,1889,277%,
How to assess a perfusion medium,To Be Mapped,To Be Mapped,MAP,Awareness,RO-eT2-Perfusion MAP EM3-Global,EM5078952,1915,1940,1882,58,97%,612,32%,999,163%,
"Higher performance, lower risk",EMEA,SUD,Batch & Blast,Awareness,Labtainer Pro EMEA Email 4,EM5101457,22827,22829,22829,0,100%,6091,27%,178,3%,
Help streamline your bioprocessing operations with our Process Liquids and Buffers Library,EMEA,BCD,Batch & Blast,Awareness,BPG-PLPS-EMEA Gibco buffer email-Email2-EMEA,EM5108068,11909,11951,11951,0,100%,5024,42%,228,5%,
